"year","state","industry","ann_avg_establishment_count","ann_avg_employment","ann_total_wages","ann_avg_weekly_wage","ann_avg_pay"
2013,"Alabama","Natural resources and mining",1718,19626,1041540303,1021,53070
2013,"Alabama","Construction",9194,79458,3619927789,876,45558
2013,"Alabama","Manufacturing",4970,249156,12697315376,980,50961
2013,"Alabama","Trade, transportation, and utilities",30801,365033,13478103042,710,36923
2013,"Alabama","Information",1582,22578,1166754805,994,51677
2013,"Alabama","Financial activities",12140,91425,5332745235,1122,58329
2013,"Alabama","Professional and business services",19400,218834,10911778819,959,49863
2013,"Alabama","Education and health services",11462,216132,9180868981,817,42478
2013,"Alabama","Leisure and hospitality",9596,178770,2649957490,285,14823
2013,"Alabama","Other services",8899,44533,1419390000,613,31873
2013,"Alaska","Natural resources and mining",475,18153,2177897705,2307,119975
2013,"Alaska","Construction",2439,16522,1237773961,1441,74917
2013,"Alaska","Manufacturing",534,14253,590337214,797,41420
2013,"Alaska","Trade, transportation, and utilities",4257,63994,2752223240,827,43007
2013,"Alaska","Information",368,6145,369894754,1158,60193
2013,"Alaska","Financial activities",1332,11872,603225886,977,50812
2013,"Alaska","Professional and business services",3381,30077,1792550330,1146,59599
2013,"Alaska","Education and health services",2346,46108,2098597672,875,45515
2013,"Alaska","Leisure and hospitality",2448,33648,715517245,409,21265
2013,"Alaska","Other services",1718,10055,368534162,705,36651
2013,"Alaska","Unclassified",530,520,17212444,637,33117
2013,"Arizona","Natural resources and mining",1311,37431,1690300139,868,45157
2013,"Arizona","Construction",11725,123351,5862243658,914,47525
2013,"Arizona","Manufacturing",4574,155071,10708305282,1328,69054
2013,"Arizona","Trade, transportation, and utilities",31109,477922,19675889866,792,41170
2013,"Arizona","Information",2296,41615,2554527406,1180,61385
2013,"Arizona","Financial activities",15270,177606,10924144917,1183,61508
2013,"Arizona","Professional and business services",30146,373992,18937139391,974,50635
2013,"Arizona","Education and health services",16106,369661,17366826283,903,46980
2013,"Arizona","Leisure and hospitality",12012,275038,5673511407,397,20628
2013,"Arizona","Other services",10714,67273,2122502176,607,31550
2013,"Arizona","Unclassified",5565,3892,212983184,1052,54728
2013,"Arkansas","Natural resources and mining",2514,20122,954078837,912,47415
2013,"Arkansas","Construction",6744,45436,1852696192,784,40776
2013,"Arkansas","Manufacturing",3028,152566,6495541394,819,42575
2013,"Arkansas","Trade, transportation, and utilities",21256,237952,8770764007,709,36859
2013,"Arkansas","Information",1149,14152,725949253,986,51296
2013,"Arkansas","Financial activities",8119,48120,2377530057,950,49408
2013,"Arkansas","Professional and business services",12876,128875,6843650752,1021,53103
2013,"Arkansas","Education and health services",14907,168643,6307018666,719,37399
2013,"Arkansas","Leisure and hospitality",6651,104893,1481097292,272,14120
2013,"Arkansas","Other services",5349,23860,691588094,557,28986
2013,"California","Natural resources and mining",17282,439588,15191450373,665,34558
2013,"California","Construction",63404,633981,36904753604,1119,58211
2013,"California","Manufacturing",39681,1246297,97106634202,1498,77916
2013,"California","Trade, transportation, and utilities",177200,2776660,127363977964,882,45869
2013,"California","Information",18660,443780,58729488340,2545,132339
2013,"California","Financial activities",85623,780365,67577248465,1665,86597
2013,"California","Professional and business services",171066,2336422,173219480886,1426,74139
2013,"California","Education and health services",486060,2249886,104289612341,891,46353
2013,"California","Leisure and hospitality",89666,1666503,41807470548,482,25087
2013,"California","Other services",80817,482228,16478061388,657,34171
2013,"California","Unclassified",66514,48886,2753656852,1083,56329
2013,"Colorado","Natural resources and mining",3053,44772,3767587347,1618,84151
2013,"Colorado","Construction",16667,127604,6514415038,982,51052
2013,"Colorado","Manufacturing",5324,132666,8277435801,1200,62393
