"year","state","industry","ann_avg_establishment_count","ann_avg_employment","ann_total_wages","ann_avg_weekly_wage","ann_avg_pay"
2015,"Alabama","Natural resources and mining",1783,18710,1009203352,1037,53940
2015,"Alabama","Construction",9131,81684,3981600908,937,48744
2015,"Alabama","Manufacturing",5141,257838,13801176912,1029,53526
2015,"Alabama","Trade, transportation, and utilities",31377,374565,14554157182,747,38856
2015,"Alabama","Information",1695,21506,1202010191,1075,55893
2015,"Alabama","Financial activities",12585,92650,5922189032,1229,63920
2015,"Alabama","Professional and business services",20393,228598,11615851276,977,50813
2015,"Alabama","Education and health services",11967,221705,9881695539,857,44571
2015,"Alabama","Leisure and hospitality",10001,189991,2953505837,299,15546
2015,"Alabama","Other services",8934,44921,1543350779,661,34357
2015,"Alaska","Natural resources and mining",483,18239,2348260457,2476,128751
2015,"Alaska","Construction",2505,17662,1436208428,1564,81317
2015,"Alaska","Manufacturing",523,14041,663382262,909,47248
2015,"Alaska","Trade, transportation, and utilities",4288,65670,2925182047,857,44544
2015,"Alaska","Information",376,6309,406993152,1241,64508
2015,"Alaska","Financial activities",1407,11792,644702532,1051,54675
2015,"Alaska","Professional and business services",3357,29964,1892126476,1214,63146
2015,"Alaska","Education and health services",2411,46326,2271206022,943,49027
2015,"Alaska","Leisure and hospitality",2503,34925,808210143,445,23141
2015,"Alaska","Other services",1733,9998,381073785,733,38115
2015,"Alaska","Unclassified",519,349,14009305,771,40103
2015,"Arizona","Natural resources and mining",1290,37784,1740019534,886,46051
2015,"Arizona","Construction",11306,127012,6272814305,950,49388
2015,"Arizona","Manufacturing",4608,157178,11327277245,1386,72067
2015,"Arizona","Trade, transportation, and utilities",30275,500730,21565178858,828,43067
2015,"Arizona","Information",2347,44800,2948887718,1266,65823
2015,"Arizona","Financial activities",15489,189875,12396545897,1256,65288
2015,"Arizona","Professional and business services",30461,395543,20955451634,1019,52979
2015,"Arizona","Education and health services",16145,391960,18981001652,931,48426
2015,"Arizona","Leisure and hospitality",12203,297600,6487122544,419,21798
2015,"Arizona","Other services",10235,69475,2349354571,650,33816
2015,"Arizona","Unclassified",11595,12578,623384248,953,49562
2015,"Arkansas","Natural resources and mining",2607,18669,897949762,925,48100
2015,"Arkansas","Construction",6646,49218,2172727856,849,44145
2015,"Arkansas","Manufacturing",2980,154876,6908269416,858,44605
2015,"Arkansas","Trade, transportation, and utilities",21390,248050,9572625284,742,38591
2015,"Arkansas","Information",1054,13313,715402879,1033,53737
2015,"Arkansas","Financial activities",8168,48239,2570219534,1025,53281
2015,"Arkansas","Professional and business services",13602,138688,7633506484,1058,55041
2015,"Arkansas","Education and health services",15138,171979,6852519772,766,39845
2015,"Arkansas","Leisure and hospitality",6779,111689,1677644627,289,15021
2015,"Arkansas","Other services",5310,24010,755997996,606,31486
2015,"California","Natural resources and mining",17249,447430,16335723081,702,36510
2015,"California","Construction",68739,726339,45219859475,1197,62257
2015,"California","Manufacturing",40990,1284296,107710695553,1613,83868
2015,"California","Trade, transportation, and utilities",181638,2901707,143047789151,948,49298
2015,"California","Information",20575,482179,70218324950,2801,145627
2015,"California","Financial activities",92511,793399,76049972285,1843,95853
2015,"California","Professional and business services",182421,2481930,206128911800,1597,83052
2015,"California","Education and health services",531911,2381936,115927339706,936,48669
2015,"California","Leisure and hospitality",96947,1815830,48929394573,518,26946
2015,"California","Other services",90485,511726,18650230533,701,36446
2015,"California","Unclassified",57575,89731,4598808107,986,51251
2015,"Colorado","Natural resources and mining",3273,46174,4044152108,1684,87586
2015,"Colorado","Construction",17769,148604,8224713432,1064,55347
2015,"Colorado","Manufacturing",5665,140816,9361858354,1279,66483
2015,"Colorado","Trade, transportation, and utilities",35024,441743,20333570149,885,46030
2015,"Colorado","Information",3369,70602,6647480932,1811,94154
2015,"Colorado","Financial activities",20939,153261,11849700786,1487,77317
2015,"Colorado","Professional and business services",47126,398420,29304710470,1414,73552
2015,"Colorado","Education and health services",17845,309056,14572032208,907,47150
