"year","state","industry","ann_avg_establishment_count","ann_avg_employment","ann_total_wages","ann_avg_weekly_wage","ann_avg_pay"
2014,"Alabama","Natural resources and mining",1753,19311,1047561333,1043,54246
2014,"Alabama","Construction",9121,79856,3819180543,920,47826
2014,"Alabama","Manufacturing",5017,252821,13368911663,1017,52879
2014,"Alabama","Trade, transportation, and utilities",31100,369652,13920776789,724,37659
2014,"Alabama","Information",1672,21940,1185027559,1039,54012
2014,"Alabama","Financial activities",12330,92082,5603680230,1170,60855
2014,"Alabama","Professional and business services",19746,222765,11131003930,961,49968
2014,"Alabama","Education and health services",11763,217829,9421848433,832,43253
2014,"Alabama","Leisure and hospitality",9776,183712,2756604339,289,15005
2014,"Alabama","Other services",8881,44351,1466644353,636,33069
2014,"Alaska","Natural resources and mining",475,18765,2364736297,2423,126017
2014,"Alaska","Construction",2488,17068,1352156349,1523,79221
2014,"Alaska","Manufacturing",525,14388,605885595,810,42110
2014,"Alaska","Trade, transportation, and utilities",4249,64655,2833711131,843,43828
2014,"Alaska","Information",363,6236,388703777,1199,62330
2014,"Alaska","Financial activities",1375,11768,620894791,1015,52762
2014,"Alaska","Professional and business services",3339,29950,1865890785,1198,62299
2014,"Alaska","Education and health services",2366,45780,2146182311,902,46881
2014,"Alaska","Leisure and hospitality",2457,34120,761541661,429,22320
2014,"Alaska","Other services",1726,10127,374127554,710,36943
2014,"Alaska","Unclassified",623,605,24526567,780,40562
2014,"Arizona","Natural resources and mining",1318,37853,1716960052,872,45359
2014,"Arizona","Construction",11683,124760,6071021465,936,48662
2014,"Arizona","Manufacturing",4652,156089,11038256790,1360,70718
2014,"Arizona","Trade, transportation, and utilities",31093,489233,20546643721,808,41998
2014,"Arizona","Information",2328,43198,2794690082,1244,64696
2014,"Arizona","Financial activities",15707,182480,11496238895,1212,63000
2014,"Arizona","Professional and business services",31088,383225,19911861040,999,51959
2014,"Arizona","Education and health services",16334,377325,17986838320,917,47669
2014,"Arizona","Leisure and hospitality",12263,285472,6061390839,408,21233
2014,"Arizona","Other services",10725,67972,2269768187,642,33393
2014,"Arizona","Unclassified",7101,5566,316315056,1093,56832
2014,"Arkansas","Natural resources and mining",2568,19634,948921682,929,48332
2014,"Arkansas","Construction",6630,46125,1954503702,815,42374
2014,"Arkansas","Manufacturing",2979,154126,6785328497,847,44024
2014,"Arkansas","Trade, transportation, and utilities",21203,241441,9103660192,725,37706
2014,"Arkansas","Information",1109,13691,731962404,1028,53464
2014,"Arkansas","Financial activities",8100,47741,2456126553,989,51447
2014,"Arkansas","Professional and business services",13056,133856,7238923887,1040,54080
2014,"Arkansas","Education and health services",14985,168890,6520928423,743,38611
2014,"Arkansas","Leisure and hospitality",6639,107681,1557650442,278,14465
2014,"Arkansas","Other services",5313,24150,727273669,579,30114
2014,"California","Natural resources and mining",17459,444073,15896628086,688,35797
2014,"California","Construction",67266,669766,39827267203,1144,59464
2014,"California","Manufacturing",40835,1264114,102858859387,1565,81368
2014,"California","Trade, transportation, and utilities",182148,2836581,133763562768,907,47157
2014,"California","Information",20167,456992,62248576471,2619,136214
2014,"California","Financial activities",90947,779633,71478229156,1763,91682
2014,"California","Professional and business services",181857,2420086,188940736674,1501,78072
2014,"California","Education and health services",509119,2317438,109182759812,906,47114
2014,"California","Leisure and hospitality",94399,1748112,45106539120,496,25803
2014,"California","Other services",88546,504176,17657752714,674,35023
2014,"California","Unclassified",45551,60740,2983489360,945,49119
2014,"Colorado","Natural resources and mining",3110,48790,4310447663,1699,88347
2014,"Colorado","Construction",16913,142134,7628035424,1032,53668
2014,"Colorado","Manufacturing",5430,136208,8876463947,1253,65168
2014,"Colorado","Trade, transportation, and utilities",34037,428114,19144253082,860,44718
2014,"Colorado","Information",3188,70005,6708545742,1843,95830
2014,"Colorado","Financial activities",19925,148115,10843437823,1408,73210
2014,"Colorado","Professional and business services",44034,386202,27398149210,1364,70942
2014,"Colorado","Education and health services",17202,294367,13506013668,882,45882
2014,"Colorado","Leisure and hospitality",15226,300020,6501948940,417,21672
2014,"Colorado","Other services",13641,72450,2624163585,697,36221
2014,"Colorado","Unclassified",3293,2764,145626431,1013,52690
2014,"Connecticut","Natural resources and mining",429,5735,189304067,635,33007
2014,"Connecticut","Construction",9177,55866,3410705804,1174,61052
2014,"Connecticut","Manufacturing",4611,159607,12990892591,1565,81393
2014,"Connecticut","Trade, transportation, and utilities",24756,296098,14083472242,915,47564
2014,"Connecticut","Information",1980,31991,2975999321,1789,93027
2014,"Connecticut","Financial activities",10492,126871,18598981135,2819,146597
2014,"Connecticut","Professional and business services",21677,212881,18034222378,1629,84715
2014,"Connecticut","Education and health services",12052,317434,16489726541,999,51947
2014,"Connecticut","Leisure and hospitality",10030,150304,3133438025,401,20847
2014,"Connecticut","Other services",14730,60410,1940504207,618,32122
2014,"Connecticut","Unclassified",550,556,41253098,1427,74196
2014,"Delaware","Natural resources and mining",170,1471,51526906,674,35032
2014,"Delaware","Construction",2830,20390,1097457647,1035,53823
2014,"Delaware","Manufacturing",775,25672,1529718611,1146,59588
2014,"Delaware","Trade, transportation, and utilities",6375,78191,3147825805,774,40258
2014,"Delaware","Information",376,4889,305163979,1200,62413
2014,"Delaware","Financial activities",2662,45054,3862239475,1649,85724
2014,"Delaware","Professional and business services",8138,59775,4586929239,1476,76737
2014,"Delaware","Education and health services",3649,68309,3473079421,978,50844
2014,"Delaware","Leisure and hospitality",2447,46938,877071498,359,18686
2014,"Delaware","Other services",1973,11599,364391790,604,31415
2014,"District of Columbia","Construction",901,14180,924072402,1253,65166
2014,"District of Columbia","Manufacturing",140,1021,97239450,1831,95232
2014,"District of Columbia","Trade, transportation, and utilities",2933,30025,1600978325,1025,53321
2014,"District of Columbia","Information",825,17028,2056567288,2323,120776
2014,"District of Columbia","Financial activities",1940,26369,3391025488,2473,128597
2014,"District of Columbia","Professional and business services",10363,156137,16418506142,2022,105154
2014,"District of Columbia","Education and health services",2589,109599,6392321999,1122,58325
2014,"District of Columbia","Leisure and hospitality",2633,69323,2444352175,678,35260
2014,"District of Columbia","Other services",9705,66533,5488852547,1586,82498
2014,"District of Columbia","Unclassified",3843,4858,365476336,1447,75237
2014,"Florida","Natural resources and mining",5407,82008,2349325321,551,28647
2014,"Florida","Construction",59593,396831,17337450203,840,43690
2014,"Florida","Manufacturing",19253,331059,18379505264,1068,55517
2014,"Florida","Trade, transportation, and utilities",142156,1618623,64917685458,771,40107
2014,"Florida","Information",10497,136710,9659282280,1359,70655
2014,"Florida","Financial activities",67080,514517,34048789519,1273,66176
