"year","state","industry","ann_avg_establishment_count","ann_avg_employment","ann_total_wages","ann_avg_weekly_wage","ann_avg_pay"
2012,"Alabama","Natural resources and mining",1700,20220,1064388258,1012,52640
2012,"Alabama","Construction",9540,79568,3603638641,871,45290
2012,"Alabama","Manufacturing",5028,243354,12262507079,969,50390
2012,"Alabama","Trade, transportation, and utilities",30857,362350,13198591682,700,36425
2012,"Alabama","Information",1555,22649,1164065623,988,51396
2012,"Alabama","Financial activities",11966,90051,5226967014,1116,58045
2012,"Alabama","Professional and business services",19321,218011,10796453561,952,49522
2012,"Alabama","Education and health services",11261,212710,9015144217,815,42382
2012,"Alabama","Leisure and hospitality",9541,173674,2549579442,282,14680
2012,"Alabama","Other services",9101,44780,1396975231,600,31196
2012,"Alaska","Natural resources and mining",454,17764,2082531612,2255,117235
2012,"Alaska","Construction",2454,16379,1180957424,1387,72100
2012,"Alaska","Manufacturing",544,13888,554924339,768,39957
2012,"Alaska","Trade, transportation, and utilities",4256,63756,2719884567,820,42661
2012,"Alaska","Information",369,6195,364641192,1132,58865
2012,"Alaska","Financial activities",1401,13080,695634272,1023,53184
2012,"Alaska","Professional and business services",3315,28614,1656515754,1113,57893
2012,"Alaska","Education and health services",2311,45318,2013644027,854,44433
2012,"Alaska","Leisure and hospitality",2482,33236,690110741,399,20764
2012,"Alaska","Other services",1733,9952,354759744,686,35648
2012,"Alaska","Unclassified",452,396,12623395,613,31897
2012,"Arizona","Natural resources and mining",1297,36893,1646761115,858,44637
2012,"Arizona","Construction",12560,115902,5449505094,904,47018
2012,"Arizona","Manufacturing",4666,154526,10656721229,1326,68964
2012,"Arizona","Trade, transportation, and utilities",32451,475205,20008352463,810,42105
2012,"Arizona","Information",2324,38013,2283932628,1155,60082
2012,"Arizona","Financial activities",15384,169991,10125560521,1145,59565
2012,"Arizona","Professional and business services",30563,355146,17709786728,959,49866
2012,"Arizona","Education and health services",16100,362299,16940820576,899,46759
2012,"Arizona","Leisure and hospitality",12077,266100,5453630045,394,20495
2012,"Arizona","Other services",11067,66927,2041441222,587,30502
2012,"Arizona","Unclassified",5357,4347,204651764,905,47080
2012,"Arkansas","Natural resources and mining",2488,21352,1009128451,909,47262
2012,"Arkansas","Construction",6802,47401,1959613583,795,41341
2012,"Arkansas","Manufacturing",3061,155561,6493138607,803,41740
2012,"Arkansas","Trade, transportation, and utilities",21046,237860,8575512357,693,36053
2012,"Arkansas","Information",1137,14362,713513821,955,49681
2012,"Arkansas","Financial activities",7980,47620,2346931175,948,49285
2012,"Arkansas","Professional and business services",12529,123656,6348983991,987,51344
2012,"Arkansas","Education and health services",13822,169529,6201698074,704,36582
2012,"Arkansas","Leisure and hospitality",6521,102726,1439667757,270,14015
2012,"Arkansas","Other services",5354,24322,686333586,543,28219
2012,"California","Natural resources and mining",17260,426986,14397922634,648,33720
2012,"California","Construction",63063,586645,34024720505,1115,57999
2012,"California","Manufacturing",39662,1245774,96377675144,1488,77364
2012,"California","Trade, transportation, and utilities",174298,2705014,123246556339,876,45562
2012,"California","Information",18673,428564,48447622345,2174,113046
2012,"California","Financial activities",83803,772569,66537258715,1656,86125
2012,"California","Professional and business services",166168,2231497,170435016256,1469,76377
2012,"California","Education and health services",104787,1841709,97657675920,1020,53026
2012,"California","Leisure and hospitality",87855,1588692,39980008279,484,25165
2012,"California","Other services",475575,804342,19472169729,466,24209
2012,"California","Unclassified",68553,52638,3495895796,1277,66414
2012,"Colorado","Natural resources and mining",3040,44737,3585964952,1541,80156
2012,"Colorado","Construction",16973,115754,5805216207,964,50151
2012,"Colorado","Manufacturing",5280,131989,8214567093,1197,62237
2012,"Colorado","Trade, transportation, and utilities",33922,405848,17204892306,815,42392
2012,"Colorado","Information",3102,69751,6173261374,1702,88504
2012,"Colorado","Financial activities",19227,141675,9710593563,1318,68541
2012,"Colorado","Professional and business services",42123,355295,24988632040,1353,70332
2012,"Colorado","Education and health services",16699,278519,12503558779,863,44893
2012,"Colorado","Leisure and hospitality",14811,279569,5741274257,395,20536
2012,"Colorado","Other services",12984,67989,2360125360,668,34714
2012,"Colorado","Unclassified",665,745,45597071,1178,61245
2012,"Connecticut","Natural resources and mining",435,5602,177672604,610,31718
2012,"Connecticut","Construction",9288,51580,3056259713,1139,59253
2012,"Connecticut","Manufacturing",4753,165200,13046888742,1519,78976
2012,"Connecticut","Trade, transportation, and utilities",24207,291723,13672787442,901,46869
