"year","state","industry","ann_avg_establishment_count","ann_avg_employment","ann_total_wages","ann_avg_weekly_wage","ann_avg_pay"
2011,"Alabama","Natural resources and mining",1715,19886,1045732742,1011,52587
2011,"Alabama","Construction",9958,80813,3516824822,837,43518
2011,"Alabama","Manufacturing",5060,237326,11661854028,945,49139
2011,"Alabama","Trade, transportation, and utilities",30960,360896,12846375345,685,35596
2011,"Alabama","Information",1544,23091,1176617142,980,50955
2011,"Alabama","Financial activities",11802,89777,5018263766,1075,55897
2011,"Alabama","Professional and business services",19198,212892,10345027950,934,48593
2011,"Alabama","Education and health services",11118,210159,8697565199,796,41386
2011,"Alabama","Leisure and hospitality",9460,169133,2427379973,276,14352
2011,"Alabama","Other services",9150,45031,1374324144,587,30519
2011,"Alaska","Natural resources and mining",408,16949,1913853518,2171,112917
2011,"Alaska","Construction",2424,15781,1107059519,1349,70151
2011,"Alaska","Manufacturing",550,13680,526840931,741,38512
2011,"Alaska","Trade, transportation, and utilities",4258,63292,2642041576,803,41744
2011,"Alaska","Information",382,6317,369485766,1125,58490
2011,"Alaska","Financial activities",1410,13517,699755905,996,51770
2011,"Alaska","Professional and business services",3247,27129,1543476886,1094,56895
2011,"Alaska","Education and health services",2226,43522,1898578213,839,43623
2011,"Alaska","Leisure and hospitality",2433,32468,659712250,391,20319
2011,"Alaska","Other services",1714,10198,348202124,657,34143
2011,"Alaska","Unclassified",353,233,7424953,614,31912
2011,"Arizona","Natural resources and mining",1309,35891,1529606422,820,42618
2011,"Arizona","Construction",13523,110975,5002347926,867,45076
2011,"Arizona","Manufacturing",4673,149514,10239978399,1317,68489
2011,"Arizona","Trade, transportation, and utilities",33091,470270,19391885434,793,41236
2011,"Arizona","Information",2246,36625,2140052708,1124,58431
2011,"Arizona","Financial activities",15605,165105,9340625095,1088,56574
2011,"Arizona","Professional and business services",30845,346675,16742400594,929,48294
2011,"Arizona","Education and health services",15982,351615,16294083837,891,46341
2011,"Arizona","Leisure and hospitality",11827,258915,5174947416,384,19987
2011,"Arizona","Other services",11116,66681,1990872340,574,29857
2011,"Arizona","Unclassified",1173,460,13978081,585,30409
2011,"Arkansas","Natural resources and mining",2499,21254,1003684325,908,47224
2011,"Arkansas","Construction",6875,47252,1885021454,767,39893
2011,"Arkansas","Manufacturing",3148,159353,6455700968,779,40512
2011,"Arkansas","Trade, transportation, and utilities",20803,234882,8256744471,676,35153
2011,"Arkansas","Information",1115,14781,746096386,971,50475
2011,"Arkansas","Financial activities",7906,47763,2251717098,907,47144
2011,"Arkansas","Professional and business services",12309,120655,5878645442,937,48723
2011,"Arkansas","Education and health services",14523,165657,5938416237,689,35848
2011,"Arkansas","Leisure and hospitality",6465,100091,1371210243,263,13700
2011,"Arkansas","Other services",5368,24813,676595677,524,27268
2011,"California","Natural resources and mining",17408,415558,13329198652,617,32075
2011,"California","Construction",64247,557632,31342294984,1081,56206
2011,"California","Manufacturing",39990,1238307,92727071124,1440,74882
2011,"California","Trade, transportation, and utilities",171270,2640499,116993122538,852,44307
2011,"California","Information",18338,424618,45110448929,2043,106238
2011,"California","Financial activities",83086,758240,61654765217,1564,81313
2011,"California","Professional and business services",161220,2124940,151293705328,1369,71199
2011,"California","Education and health services",101990,1789408,93364014304,1003,52176
2011,"California","Leisure and hospitality",85781,1524842,37535805908,473,24616
2011,"California","Other services",526889,723267,18933373084,503,26178
2011,"California","Unclassified",72865,68178,4285436647,1209,62857
2011,"Colorado","Natural resources and mining",2969,41802,3331003761,1532,79685
2011,"Colorado","Construction",17569,112242,5484646306,940,48865
2011,"Colorado","Manufacturing",5278,129159,7964927268,1186,61668
2011,"Colorado","Trade, transportation, and utilities",33527,398146,16340479737,789,41041
2011,"Colorado","Information",3087,71953,6053974326,1618,84138
2011,"Colorado","Financial activities",19101,139246,9095699631,1256,65321
2011,"Colorado","Professional and business services",41078,339334,22674729647,1285,66821
2011,"Colorado","Education and health services",16283,270105,11907395000,848,44084
2011,"Colorado","Leisure and hospitality",14468,271289,5472977531,388,20174
2011,"Colorado","Other services",12592,66136,2245417111,653,33951
2011,"Colorado","Unclassified",587,495,34457172,1340,69681
2011,"Connecticut","Natural resources and mining",430,5555,182824050,633,32911
2011,"Connecticut","Construction",9459,51503,3003194629,1121,58311
2011,"Connecticut","Manufacturing",4828,166281,12841548005,1485,77228
2011,"Connecticut","Trade, transportation, and utilities",24217,289468,13417266186,891,46351
2011,"Connecticut","Information",1745,31392,2478856622,1519,78965
2011,"Connecticut","Financial activities",10448,133241,18748826863,2706,140714
2011,"Connecticut","Professional and business services",20400,197220,15170770790,1479,76923
2011,"Connecticut","Education and health services",11591,305337,14920218378,940,48865
2011,"Connecticut","Leisure and hospitality",9487,137234,2739657296,384,19963
2011,"Connecticut","Other services",13987,57233,1761472531,592,30777
2011,"Connecticut","Unclassified",182,308,13612462,851,44268
2011,"Delaware","Natural resources and mining",165,1453,47734774,632,32856
2011,"Delaware","Construction",2958,19286,1011967638,1009,52472
2011,"Delaware","Manufacturing",710,25655,1441869640,1081,56203
2011,"Delaware","Trade, transportation, and utilities",6305,73940,2891040312,752,39100
2011,"Delaware","Information",364,5656,324667833,1104,57405
2011,"Delaware","Financial activities",2543,42447,3346855758,1516,78849
2011,"Delaware","Professional and business services",7507,55862,4065407730,1400,72776
2011,"Delaware","Education and health services",2391,62169,3003797733,929,48316
2011,"Delaware","Leisure and hospitality",2331,43053,818718202,366,19017
2011,"Delaware","Other services",2015,13066,360618973,531,27599
2011,"District of Columbia","Construction",1065,12039,763993218,1220,63461
2011,"District of Columbia","Manufacturing",162,1035,108323739,2013,104669
2011,"District of Columbia","Trade, transportation, and utilities",3092,26963,1355813345,967,50284
2011,"District of Columbia","Information",912,18495,1975930529,2055,106837
2011,"District of Columbia","Financial activities",2052,24570,2735715846,2141,111345
2011,"District of Columbia","Professional and business services",10305,148544,14697227388,1903,98942
2011,"District of Columbia","Education and health services",2606,100342,5634662065,1080,56155
2011,"District of Columbia","Leisure and hospitality",2631,61730,2019417256,629,32714
2011,"District of Columbia","Other services",9600,63302,4852957851,1474,76663
2011,"District of Columbia","Unclassified",2993,4095,305735500,1436,74664
2011,"Florida","Natural resources and mining",5223,86675,2191562729,486,25285
2011,"Florida","Construction",57727,334292,13664072736,786,40875
