"year","state","industry","ann_avg_establishment_count","ann_avg_employment","ann_total_wages","ann_avg_weekly_wage","ann_avg_pay"
2010,"Alabama","Natural resources and mining",1725,19642,974694571,954,49623
2010,"Alabama","Construction",10460,87125,3783488770,835,43426
2010,"Alabama","Manufacturing",5159,236324,11431720802,930,48373
2010,"Alabama","Trade, transportation, and utilities",30924,358039,12467848801,670,34823
2010,"Alabama","Information",1544,24048,1161687659,929,48306
2010,"Alabama","Financial activities",11862,89506,4695164364,1009,52456
2010,"Alabama","Professional and business services",18996,208783,9985040522,920,47825
2010,"Alabama","Education and health services",10973,208083,8495624432,785,40828
2010,"Alabama","Leisure and hospitality",9375,167340,2374309279,273,14189
2010,"Alabama","Other services",9309,45183,1338435149,570,29622
2010,"Alaska","Natural resources and mining",386,16118,1795337882,2142,111387
2010,"Alaska","Construction",2441,15995,1125914635,1354,70392
2010,"Alaska","Manufacturing",556,12735,490126094,740,38486
2010,"Alaska","Trade, transportation, and utilities",4247,62667,2550624910,783,40701
2010,"Alaska","Information",380,6444,354491111,1058,55014
2010,"Alaska","Financial activities",1426,13673,693126410,975,50693
2010,"Alaska","Professional and business services",3235,26224,1451381478,1064,55345
2010,"Alaska","Education and health services",2165,41741,1760943159,811,42188
2010,"Alaska","Leisure and hospitality",2388,31403,621200629,380,19782
2010,"Alaska","Other services",1658,10106,341262948,649,33770
2010,"Alaska","Unclassified",326,349,11489166,632,32881
2010,"Arizona","Natural resources and mining",1273,33825,1333008250,758,39409
2010,"Arizona","Construction",14313,111330,4922981550,850,44220
2010,"Arizona","Manufacturing",4740,147913,9676014639,1258,65417
2010,"Arizona","Trade, transportation, and utilities",33325,465219,18432778472,762,39622
2010,"Arizona","Information",2157,36601,2074482475,1090,56678
2010,"Arizona","Financial activities",16007,162546,8805386339,1042,54172
2010,"Arizona","Professional and business services",30336,341215,16097263663,907,47176
2010,"Arizona","Education and health services",15695,340429,15653588177,884,45982
2010,"Arizona","Leisure and hospitality",11395,253253,5023316053,381,19835
2010,"Arizona","Other services",11554,65335,1894503280,558,28997
2010,"Arizona","Unclassified",1306,762,24758520,625,32502
2010,"Arkansas","Natural resources and mining",2482,21094,916160844,835,43432
2010,"Arkansas","Construction",7075,48726,1920844760,758,39421
2010,"Arkansas","Manufacturing",3261,160091,6303527226,757,39375
2010,"Arkansas","Trade, transportation, and utilities",20572,231432,7901310631,657,34141
2010,"Arkansas","Information",1116,15375,741317173,927,48217
2010,"Arkansas","Financial activities",7973,47969,2170773826,870,45254
2010,"Arkansas","Professional and business services",12129,117714,5610568094,917,47663
2010,"Arkansas","Education and health services",14577,162738,5721283622,676,35156
2010,"Arkansas","Leisure and hospitality",6296,98779,1320203220,257,13365
2010,"Arkansas","Other services",5337,24605,648193539,507,26344
2010,"California","Natural resources and mining",17754,407302,12657694159,598,31077
2010,"California","Construction",68479,556110,30511020125,1055,54865
2010,"California","Manufacturing",41425,1234647,89587019091,1395,72561
2010,"California","Trade, transportation, and utilities",175045,2599479,111755942128,827,42992
2010,"California","Information",18761,423397,42328330743,1923,99973
2010,"California","Financial activities",84919,758502,59192376161,1501,78039
2010,"California","Professional and business services",162021,2060999,140416330447,1310,68130
2010,"California","Education and health services",101146,1740489,89017811342,984,51145
2010,"California","Leisure and hospitality",86385,1494209,35804360701,461,23962
2010,"California","Other services",482363,718490,18622813413,498,25919
2010,"California","Unclassified",61458,50991,3091290083,1166,60625
2010,"Colorado","Natural resources and mining",2948,37902,2799905664,1421,73873
2010,"Colorado","Construction",18943,115110,5505345602,920,47827
2010,"Colorado","Manufacturing",5437,125494,7533772293,1154,60033
2010,"Colorado","Trade, transportation, and utilities",33997,392982,15676858796,767,39892
2010,"Colorado","Information",3159,71694,5884957427,1579,82085
2010,"Colorado","Financial activities",19636,139584,8745710428,1205,62655
2010,"Colorado","Professional and business services",40850,329851,21445938020,1250,65017
