"year","state","industry","ann_avg_establishment_count","ann_avg_employment","ann_total_wages","ann_avg_weekly_wage","ann_avg_pay"
2018,"Alabama","Natural resources and mining",1843,18397,1037369714,1084,56388
2018,"Alabama","Construction",9897,89207,4813291374,1038,53957
2018,"Alabama","Manufacturing",5566,266798,15225512000,1097,57068
2018,"Alabama","Trade, transportation, and utilities",32481,377561,15846346940,807,41970
2018,"Alabama","Information",2168,21030,1262329325,1154,60025
2018,"Alabama","Financial activities",13364,94561,6547344110,1332,69240
2018,"Alabama","Professional and business services",21888,245234,13648129825,1070,55653
2018,"Alabama","Education and health services",12678,233306,10832882560,893,46432
2018,"Alabama","Leisure and hospitality",10993,205942,3459443462,323,16798
2018,"Alabama","Other services",10102,46094,1744132137,728,37839
2018,"Alaska","Natural resources and mining",524,13863,1794178968,2489,129422
2018,"Alaska","Construction",2421,15820,1250389571,1520,79037
2018,"Alaska","Manufacturing",575,12628,648295847,987,51338
2018,"Alaska","Trade, transportation, and utilities",4256,64423,3055359563,912,47427
2018,"Alaska","Information",367,5617,364229338,1247,64841
2018,"Alaska","Financial activities",1394,11425,667746020,1124,58446
2018,"Alaska","Professional and business services",3420,27327,1710927207,1204,62609
2018,"Alaska","Education and health services",2512,49563,2639670709,1024,53259
2018,"Alaska","Leisure and hospitality",2664,35577,867622893,469,24387
2018,"Alaska","Other services",1667,9960,398146165,769,39973
2018,"Alaska","Unclassified",90,115,5465181,918,47731
2018,"Arizona","Natural resources and mining",1328,38653,1965651880,978,50854
2018,"Arizona","Construction",12867,158251,8860354866,1077,55989
2018,"Arizona","Manufacturing",4926,169675,12918858205,1464,76139
2018,"Arizona","Trade, transportation, and utilities",31775,532318,24877130989,899,46734
2018,"Arizona","Information",3113,47340,3574146866,1452,75499
2018,"Arizona","Financial activities",17978,214637,15212903855,1363,70877
2018,"Arizona","Professional and business services",35993,430516,24429424179,1091,56745
2018,"Arizona","Education and health services",18037,440616,22526467545,983,51125
2018,"Arizona","Leisure and hospitality",13627,325897,8010626747,473,24580
2018,"Arizona","Other services",11119,75319,2839326998,725,37697
2018,"Arizona","Unclassified",5985,3370,213838169,1220,63449
2018,"Arkansas","Natural resources and mining",2525,16334,777762437,916,47616
2018,"Arkansas","Construction",6945,50848,2440116970,923,47988
2018,"Arkansas","Manufacturing",2918,160597,7706068285,923,47984
2018,"Arkansas","Trade, transportation, and utilities",21642,248584,10303724454,797,41450
2018,"Arkansas","Information",1210,10913,587445751,1035,53828
2018,"Arkansas","Financial activities",8418,50647,2943545501,1118,58119
2018,"Arkansas","Professional and business services",14308,146700,8848310601,1160,60316
2018,"Arkansas","Education and health services",15788,186119,7904135420,817,42468
2018,"Arkansas","Leisure and hospitality",7168,118405,1957941417,318,16536
2018,"Arkansas","Other services",5345,24966,869885036,670,34843
2018,"California","Natural resources and mining",17605,443542,17118647802,742,38595
2018,"California","Construction",80657,860278,60291913670,1348,70084
2018,"California","Manufacturing",44706,1320068,126234694090,1839,95627
2018,"California","Trade, transportation, and utilities",196511,3033009,157775910708,1000,52020
2018,"California","Information",26592,525771,98935955497,3619,188173
2018,"California","Financial activities",106953,835896,89631459060,2062,107228
2018,"California","Professional and business services",208425,2667839,242960928565,1751,91070
2018,"California","Education and health services",618901,2649228,138253954453,1004,52187
2018,"California","Leisure and hospitality",111455,1988750,60709732700,587,30527
2018,"California","Other services",95398,541832,22035322188,782,40668
2018,"California","Unclassified",10645,9797,634955309,1246,64812
2018,"Colorado","Natural resources and mining",3256,46357,4102097161,1702,88489
2018,"Colorado","Construction",19884,173096,10803570193,1200,62414
2018,"Colorado","Manufacturing",5804,147285,10409687544,1359,70677
2018,"Colorado","Trade, transportation, and utilities",35891,466602,23350046170,962,50043
2018,"Colorado","Information",4173,75076,7562839618,1937,100735
2018,"Colorado","Financial activities",23326,164801,13944556973,1627,84615
2018,"Colorado","Professional and business services",52525,423946,34509821387,1565,81401
2018,"Colorado","Education and health services",21666,335274,16816021003,965,50156
2018,"Colorado","Leisure and hospitality",16939,339407,8783195350,498,25878
